utt1,utt2,label,stratum
3018-1_1.wav,3018-1_10.wav,1,nsc_pt3.F.18_25.CHINESE
3018-1_1.wav,3018-1_2.wav,1,nsc_pt3.F.18_25.CHINESE
3018-1_1.wav,3018-1_3.wav,1,nsc_pt3.F.18_25.CHINESE
3018-1_1.wav,3018-1_4.wav,1,nsc_pt3.F.18_25.CHINESE
3018-1_1.wav,3018-1_5.wav,1,nsc_pt3.F.18_25.CHINESE
3018-1_1.wav,3018-1_6.wav,1,nsc_pt3.F.18_25.CHINESE
3018-1_1.wav,3018-1_7.wav,1,nsc_pt3.F.18_25.CHINESE
3018-1_1.wav,3018-1_8.wav,1,nsc_pt3.F.18_25.CHINESE
3018-1_1.wav,3018-1_9.wav,1,nsc_pt3.F.18_25.CHINESE
3018-1_10.wav,3018-1_2.wav,1,nsc_pt3.F.18_25.CHINESE
3018-1_10.wav,3018-1_3.wav,1,nsc_pt3.F.18_25.CHINESE
3018-1_10.wav,3018-1_4.wav,1,nsc_pt3.F.18_25.CHINESE
3018-1_10.wav,3018-1_5.wav,1,nsc_pt3.F.18_25.CHINESE
3018-1_10.wav,3018-1_6.wav,1,nsc_pt3.F.18_25.CHINESE
3018-1_10.wav,3018-1_7.wav,1,nsc_pt3.F.18_25.CHINESE
3018-1_10.wav,3018-1_8.wav,1,nsc_pt3.F.18_25.CHINESE
3018-1_10.wav,3018-1_9.wav,1,nsc_pt3.F.18_25.CHINESE
3018-1_2.wav,3018-1_3.wav,1,nsc_pt3.F.18_25.CHINESE
3018-1_2.wav,3018-1_4.wav,1,nsc_pt3.F.18_25.CHINESE
3018-1_2.wav,3018-1_5.wav,1,nsc_pt3.F.18_25.CHINESE
3018-1_2.wav,3018-1_6.wav,1,nsc_pt3.F.18_25.CHINESE
3018-1_2.wav,3018-1_7.wav,1,nsc_pt3.F.18_25.CHINESE
3018-1_2.wav,3018-1_8.wav,1,nsc_pt3.F.18_25.CHINESE
3018-1_2.wav,3018-1_9.wav,1,nsc_pt3.F.18_25.CHINESE
3018-1_3.wav,3018-1_4.wav,1,nsc_pt3.F.18_25.CHINESE
3018-1_3.wav,3018-1_5.wav,1,nsc_pt3.F.18_25.CHINESE
3018-1_3.wav,3018-1_6.wav,1,nsc_pt3.F.18_25.CHINESE
3018-1_3.wav,3018-1_7.wav,1,nsc_pt3.F.18_25.CHINESE
3018-1_3.wav,3018-1_8.wav,1,nsc_pt3.F.18_25.CHINESE
3018-1_3.wav,3018-1_9.wav,1,nsc_pt3.F.18_25.CHINESE
3018-1_4.wav,3018-1_5.wav,1,nsc_pt3.F.18_25.CHINESE
3018-1_4.wav,3018-1_6.wav,1,nsc_pt3.F.18_25.CHINESE
3018-1_4.wav,3018-1_7.wav,1,nsc_pt3.F.18_25.CHINESE
3018-1_4.wav,3018-1_8.wav,1,nsc_pt3.F.18_25.CHINESE
3018-1_4.wav,3018-1_9.wav,1,nsc_pt3.F.18_25.CHINESE
3018-1_5.wav,3018-1_6.wav,1,nsc_pt3.F.18_25.CHINESE
3018-1_5.wav,3018-1_7.wav,1,nsc_pt3.F.18_25.CHINESE
3018-1_5.wav,3018-1_8.wav,1,nsc_pt3.F.18_25.CHINESE
3018-1_5.wav,3018-1_9.wav,1,nsc_pt3.F.18_25.CHINESE
3018-1_6.wav,3018-1_7.wav,1,nsc_pt3.F.18_25.CHINESE
3018-1_6.wav,3018-1_8.wav,1,nsc_pt3.F.18_25.CHINESE
3018-1_6.wav,3018-1_9.wav,1,nsc_pt3.F.18_25.CHINESE
3018-1_7.wav,3018-1_8.wav,1,nsc_pt3.F.18_25.CHINESE
3018-1_7.wav,3018-1_9.wav,1,nsc_pt3.F.18_25.CHINESE
3018-1_8.wav,3018-1_9.wav,1,nsc_pt3.F.18_25.CHINESE
3043-2_1.wav,3043-2_10.wav,1,nsc_pt3.F.18_25.CHINESE
3043-2_1.wav,3043-2_2.wav,1,nsc_pt3.F.18_25.CHINESE
3043-2_1.wav,3043-2_3.wav,1,nsc_pt3.F.18_25.CHINESE
3043-2_1.wav,3043-2_4.wav,1,nsc_pt3.F.18_25.CHINESE
3043-2_1.wav,3043-2_5.wav,1,nsc_pt3.F.18_25.CHINESE
3043-2_1.wav,3043-2_6.wav,1,nsc_pt3.F.18_25.CHINESE
3043-2_1.wav,3043-2_7.wav,1,nsc_pt3.F.18_25.CHINESE
3043-2_1.wav,3043-2_8.wav,1,nsc_pt3.F.18_25.CHINESE
3043-2_1.wav,3043-2_9.wav,1,nsc_pt3.F.18_25.CHINESE
3043-2_10.wav,3043-2_2.wav,1,nsc_pt3.F.18_25.CHINESE
3043-2_10.wav,3043-2_3.wav,1,nsc_pt3.F.18_25.CHINESE
3043-2_10.wav,3043-2_4.wav,1,nsc_pt3.F.18_25.CHINESE
3043-2_10.wav,3043-2_5.wav,1,nsc_pt3.F.18_25.CHINESE
3043-2_10.wav,3043-2_6.wav,1,nsc_pt3.F.18_25.CHINESE
3043-2_10.wav,3043-2_7.wav,1,nsc_pt3.F.18_25.CHINESE
3043-2_10.wav,3043-2_8.wav,1,nsc_pt3.F.18_25.CHINESE
3043-2_10.wav,3043-2_9.wav,1,nsc_pt3.F.18_25.CHINESE
3043-2_2.wav,3043-2_3.wav,1,nsc_pt3.F.18_25.CHINESE
3043-2_2.wav,3043-2_4.wav,1,nsc_pt3.F.18_25.CHINESE
3043-2_2.wav,3043-2_5.wav,1,nsc_pt3.F.18_25.CHINESE
3043-2_2.wav,3043-2_6.wav,1,nsc_pt3.F.18_25.CHINESE
3043-2_2.wav,3043-2_7.wav,1,nsc_pt3.F.18_25.CHINESE
3043-2_2.wav,3043-2_8.wav,1,nsc_pt3.F.18_25.CHINESE
3043-2_2.wav,3043-2_9.wav,1,nsc_pt3.F.18_25.CHINESE
3043-2_3.wav,3043-2_4.wav,1,nsc_pt3.F.18_25.CHINESE
3043-2_3.wav,3043-2_5.wav,1,nsc_pt3.F.18_25.CHINESE
3043-2_3.wav,3043-2_6.wav,1,nsc_pt3.F.18_25.CHINESE
3043-2_3.wav,3043-2_7.wav,1,nsc_pt3.F.18_25.CHINESE
3043-2_3.wav,3043-2_8.wav,1,nsc_pt3.F.18_25.CHINESE
3043-2_3.wav,3043-2_9.wav,1,nsc_pt3.F.18_25.CHINESE
3043-2_4.wav,3043-2_5.wav,1,nsc_pt3.F.18_25.CHINESE
3043-2_4.wav,3043-2_6.wav,1,nsc_pt3.F.18_25.CHINESE
