utt1,utt2,label,prediction,score,threshold,error_type,stratum,gender,age_bin,ethnicity
SPEAKER2687_10.wav,SPEAKER2860_10.wav,0,1,0.9557698369026184,0.9484173655509949,false_positive,"nsc_pt2.F.(21,24].CHINESE",F,"(21,24]",CHINESE
SPEAKER2687_2.wav,SPEAKER2860_1.wav,0,1,0.9537472128868103,0.9484173655509949,false_positive,"nsc_pt2.F.(21,24].CHINESE",F,"(21,24]",CHINESE
SPEAKER2687_5.wav,SPEAKER2860_9.wav,0,1,0.9529738426208496,0.9484173655509949,false_positive,"nsc_pt2.F.(21,24].CHINESE",F,"(21,24]",CHINESE
SPEAKER2860_1.wav,SPEAKER2687_8.wav,0,1,0.9654797315597534,0.9484173655509949,false_positive,"nsc_pt2.F.(21,24].CHINESE",F,"(21,24]",CHINESE
SPEAKER2860_10.wav,SPEAKER2687_4.wav,0,1,0.9705055952072144,0.9484173655509949,false_positive,"nsc_pt2.F.(21,24].CHINESE",F,"(21,24]",CHINESE
SPEAKER2860_2.wav,SPEAKER2687_1.wav,0,1,0.9512659907341003,0.9484173655509949,false_positive,"nsc_pt2.F.(21,24].CHINESE",F,"(21,24]",CHINESE
SPEAKER2860_3.wav,SPEAKER2687_10.wav,0,1,0.9506269693374634,0.9484173655509949,false_positive,"nsc_pt2.F.(21,24].CHINESE",F,"(21,24]",CHINESE
SPEAKER2860_4.wav,SPEAKER2687_4.wav,0,1,0.9496604800224304,0.9484173655509949,false_positive,"nsc_pt2.F.(21,24].CHINESE",F,"(21,24]",CHINESE
SPEAKER2860_7.wav,SPEAKER2687_2.wav,0,1,0.958501935005188,0.9484173655509949,false_positive,"nsc_pt2.F.(21,24].CHINESE",F,"(21,24]",CHINESE
SPEAKER2860_9.wav,SPEAKER2687_1.wav,0,1,0.9560332298278809,0.9484173655509949,false_positive,"nsc_pt2.F.(21,24].CHINESE",F,"(21,24]",CHINESE
SPEAKER2143_2.wav,SPEAKER2143_8.wav,1,0,0.9411094188690186,0.9484173655509949,false_negative,"nsc_pt2.F.(21,24].INDIAN",F,"(21,24]",INDIAN
SPEAKER2793_1.wav,SPEAKER2793_5.wav,1,0,0.9441255331039429,0.9484173655509949,false_negative,"nsc_pt2.F.(21,24].INDIAN",F,"(21,24]",INDIAN
SPEAKER2793_1.wav,SPEAKER2793_9.wav,1,0,0.9470404386520386,0.9484173655509949,false_negative,"nsc_pt2.F.(21,24].INDIAN",F,"(21,24]",INDIAN
SPEAKER2793_10.wav,SPEAKER2793_5.wav,1,0,0.9362246990203857,0.9484173655509949,false_negative,"nsc_pt2.F.(21,24].INDIAN",F,"(21,24]",INDIAN
SPEAKER2793_10.wav,SPEAKER2793_6.wav,1,0,0.9367707967758179,0.9484173655509949,false_negative,"nsc_pt2.F.(21,24].INDIAN",F,"(21,24]",INDIAN
SPEAKER2793_10.wav,SPEAKER2793_9.wav,1,0,0.9429234266281128,0.9484173655509949,false_negative,"nsc_pt2.F.(21,24].INDIAN",F,"(21,24]",INDIAN
SPEAKER2793_4.wav,SPEAKER2793_5.wav,1,0,0.9453021287918091,0.9484173655509949,false_negative,"nsc_pt2.F.(21,24].INDIAN",F,"(21,24]",INDIAN
SPEAKER2793_4.wav,SPEAKER2793_9.wav,1,0,0.9480100870132446,0.9484173655509949,false_negative,"nsc_pt2.F.(21,24].INDIAN",F,"(21,24]",INDIAN
