utt1,utt2,label,prediction,score,threshold,error_type,stratum,gender,age_bin,ethnicity
SPEAKER2687_1.wav,SPEAKER2860_4.wav,0,1,0.5638417601585388,0.4285210072994232,false_positive,"nsc_pt2.F.(21,24].CHINESE",F,"(21,24]",CHINESE
SPEAKER2687_10.wav,SPEAKER2860_10.wav,0,1,0.5441594123840332,0.4285210072994232,false_positive,"nsc_pt2.F.(21,24].CHINESE",F,"(21,24]",CHINESE
SPEAKER2687_2.wav,SPEAKER2860_1.wav,0,1,0.43782520294189453,0.4285210072994232,false_positive,"nsc_pt2.F.(21,24].CHINESE",F,"(21,24]",CHINESE
SPEAKER2687_3.wav,SPEAKER2860_3.wav,0,1,0.514045000076294,0.4285210072994232,false_positive,"nsc_pt2.F.(21,24].CHINESE",F,"(21,24]",CHINESE
SPEAKER2687_4.wav,SPEAKER2860_8.wav,0,1,0.5590179562568665,0.4285210072994232,false_positive,"nsc_pt2.F.(21,24].CHINESE",F,"(21,24]",CHINESE
SPEAKER2687_5.wav,SPEAKER2860_9.wav,0,1,0.5544659495353699,0.4285210072994232,false_positive,"nsc_pt2.F.(21,24].CHINESE",F,"(21,24]",CHINESE
SPEAKER2687_6.wav,SPEAKER2860_6.wav,0,1,0.5606820583343506,0.4285210072994232,false_positive,"nsc_pt2.F.(21,24].CHINESE",F,"(21,24]",CHINESE
SPEAKER2687_7.wav,SPEAKER2860_5.wav,0,1,0.5537738800048828,0.4285210072994232,false_positive,"nsc_pt2.F.(21,24].CHINESE",F,"(21,24]",CHINESE
SPEAKER2687_8.wav,SPEAKER2860_6.wav,0,1,0.4995025098323822,0.4285210072994232,false_positive,"nsc_pt2.F.(21,24].CHINESE",F,"(21,24]",CHINESE
SPEAKER2687_9.wav,SPEAKER2860_4.wav,0,1,0.6058130860328674,0.4285210072994232,false_positive,"nsc_pt2.F.(21,24].CHINESE",F,"(21,24]",CHINESE
