utt1,utt2,label,prediction,score,threshold,error_type,stratum,gender,age_bin,ethnicity
3018-1_10.wav,3018-1_2.wav,1,0,0.935706377029419,0.944378137588501,false_negative,nsc_pt3.F.18_25.CHINESE,F,18_25,CHINESE
3018-1_10.wav,3018-1_7.wav,1,0,0.9364341497421265,0.944378137588501,false_negative,nsc_pt3.F.18_25.CHINESE,F,18_25,CHINESE
3018-1_2.wav,3018-1_3.wav,1,0,0.9395910501480103,0.944378137588501,false_negative,nsc_pt3.F.18_25.CHINESE,F,18_25,CHINESE
3018-1_2.wav,3018-1_4.wav,1,0,0.9436181783676147,0.944378137588501,false_negative,nsc_pt3.F.18_25.CHINESE,F,18_25,CHINESE
3018-1_2.wav,3018-1_7.wav,1,0,0.9398778080940247,0.944378137588501,false_negative,nsc_pt3.F.18_25.CHINESE,F,18_25,CHINESE
3018-1_4.wav,3018-1_5.wav,1,0,0.941011905670166,0.944378137588501,false_negative,nsc_pt3.F.18_25.CHINESE,F,18_25,CHINESE
3018-1_4.wav,3018-1_7.wav,1,0,0.9357818365097046,0.944378137588501,false_negative,nsc_pt3.F.18_25.CHINESE,F,18_25,CHINESE
3018-1_7.wav,3018-1_8.wav,1,0,0.9312660098075867,0.944378137588501,false_negative,nsc_pt3.F.18_25.CHINESE,F,18_25,CHINESE
3018-1_7.wav,3018-1_9.wav,1,0,0.9414263367652893,0.944378137588501,false_negative,nsc_pt3.F.18_25.CHINESE,F,18_25,CHINESE
3043-2_1.wav,3043-2_10.wav,1,0,0.9390247464179993,0.944378137588501,false_negative,nsc_pt3.F.18_25.CHINESE,F,18_25,CHINESE
3043-2_10.wav,3043-2_4.wav,1,0,0.9441850781440735,0.944378137588501,false_negative,nsc_pt3.F.18_25.CHINESE,F,18_25,CHINESE
3043-2_10.wav,3043-2_7.wav,1,0,0.9263381958007812,0.944378137588501,false_negative,nsc_pt3.F.18_25.CHINESE,F,18_25,CHINESE
3043-2_3.wav,3043-2_7.wav,1,0,0.9416099190711975,0.944378137588501,false_negative,nsc_pt3.F.18_25.CHINESE,F,18_25,CHINESE
3053-2_1.wav,3053-2_4.wav,1,0,0.9369029402732849,0.944378137588501,false_negative,nsc_pt3.F.18_25.CHINESE,F,18_25,CHINESE
3053-2_10.wav,3053-2_7.wav,1,0,0.9426674842834473,0.944378137588501,false_negative,nsc_pt3.F.18_25.CHINESE,F,18_25,CHINESE
3053-2_10.wav,3053-2_8.wav,1,0,0.9438314437866211,0.944378137588501,false_negative,nsc_pt3.F.18_25.CHINESE,F,18_25,CHINESE
3053-2_2.wav,3053-2_3.wav,1,0,0.9399173855781555,0.944378137588501,false_negative,nsc_pt3.F.18_25.CHINESE,F,18_25,CHINESE
3053-2_2.wav,3053-2_4.wav,1,0,0.9287948608398438,0.944378137588501,false_negative,nsc_pt3.F.18_25.CHINESE,F,18_25,CHINESE
3053-2_2.wav,3053-2_6.wav,1,0,0.9400784969329834,0.944378137588501,false_negative,nsc_pt3.F.18_25.CHINESE,F,18_25,CHINESE
3053-2_4.wav,3053-2_7.wav,1,0,0.9214538335800171,0.944378137588501,false_negative,nsc_pt3.F.18_25.CHINESE,F,18_25,CHINESE
3053-2_4.wav,3053-2_8.wav,1,0,0.9317418932914734,0.944378137588501,false_negative,nsc_pt3.F.18_25.CHINESE,F,18_25,CHINESE
3068-1_1.wav,3068-1_7.wav,1,0,0.9427155256271362,0.944378137588501,false_negative,nsc_pt3.F.18_25.CHINESE,F,18_25,CHINESE
3068-1_1.wav,3068-1_9.wav,1,0,0.9295722246170044,0.944378137588501,false_negative,nsc_pt3.F.18_25.CHINESE,F,18_25,CHINESE
3068-1_10.wav,3068-1_6.wav,1,0,0.9437617063522339,0.944378137588501,false_negative,nsc_pt3.F.18_25.CHINESE,F,18_25,CHINESE
3068-1_10.wav,3068-1_9.wav,1,0,0.9443619251251221,0.944378137588501,false_negative,nsc_pt3.F.18_25.CHINESE,F,18_25,CHINESE
3068-1_2.wav,3068-1_6.wav,1,0,0.9416131973266602,0.944378137588501,false_negative,nsc_pt3.F.18_25.CHINESE,F,18_25,CHINESE
3068-1_3.wav,3068-1_6.wav,1,0,0.9395304322242737,0.944378137588501,false_negative,nsc_pt3.F.18_25.CHINESE,F,18_25,CHINESE
3068-1_4.wav,3068-1_6.wav,1,0,0.9183348417282104,0.944378137588501,false_negative,nsc_pt3.F.18_25.CHINESE,F,18_25,CHINESE
3068-1_4.wav,3068-1_8.wav,1,0,0.9439162015914917,0.944378137588501,false_negative,nsc_pt3.F.18_25.CHINESE,F,18_25,CHINESE
3068-1_5.wav,3068-1_9.wav,1,0,0.9313737154006958,0.944378137588501,false_negative,nsc_pt3.F.18_25.CHINESE,F,18_25,CHINESE
3068-1_6.wav,3068-1_7.wav,1,0,0.9397509098052979,0.944378137588501,false_negative,nsc_pt3.F.18_25.CHINESE,F,18_25,CHINESE
3068-1_6.wav,3068-1_9.wav,1,0,0.9012928009033203,0.944378137588501,false_negative,nsc_pt3.F.18_25.CHINESE,F,18_25,CHINESE
3068-1_7.wav,3068-1_9.wav,1,0,0.9362852573394775,0.944378137588501,false_negative,nsc_pt3.F.18_25.CHINESE,F,18_25,CHINESE
3068-1_8.wav,3068-1_9.wav,1,0,0.9221493005752563,0.944378137588501,false_negative,nsc_pt3.F.18_25.CHINESE,F,18_25,CHINESE
3098-1_1.wav,3098-1_10.wav,1,0,0.9436047077178955,0.944378137588501,false_negative,nsc_pt3.F.18_25.CHINESE,F,18_25,CHINESE
3098-1_1.wav,3098-1_2.wav,1,0,0.941131055355072,0.944378137588501,false_negative,nsc_pt3.F.18_25.CHINESE,F,18_25,CHINESE
3098-1_1.wav,3098-1_3.wav,1,0,0.9242721796035767,0.944378137588501,false_negative,nsc_pt3.F.18_25.CHINESE,F,18_25,CHINESE
3098-1_1.wav,3098-1_4.wav,1,0,0.9409548044204712,0.944378137588501,false_negative,nsc_pt3.F.18_25.CHINESE,F,18_25,CHINESE
3098-1_1.wav,3098-1_5.wav,1,0,0.9372938275337219,0.944378137588501,false_negative,nsc_pt3.F.18_25.CHINESE,F,18_25,CHINESE
3098-1_1.wav,3098-1_6.wav,1,0,0.9413132667541504,0.944378137588501,false_negative,nsc_pt3.F.18_25.CHINESE,F,18_25,CHINESE
3098-1_1.wav,3098-1_7.wav,1,0,0.9383648037910461,0.944378137588501,false_negative,nsc_pt3.F.18_25.CHINESE,F,18_25,CHINESE
3098-1_1.wav,3098-1_9.wav,1,0,0.9372698664665222,0.944378137588501,false_negative,nsc_pt3.F.18_25.CHINESE,F,18_25,CHINESE
3098-1_3.wav,3098-1_8.wav,1,0,0.9393508434295654,0.944378137588501,false_negative,nsc_pt3.F.18_25.CHINESE,F,18_25,CHINESE
3098-1_6.wav,3098-1_8.wav,1,0,0.9416764974594116,0.944378137588501,false_negative,nsc_pt3.F.18_25.CHINESE,F,18_25,CHINESE
3111-1_1.wav,3111-1_10.wav,1,0,0.9392148852348328,0.944378137588501,false_negative,nsc_pt3.F.18_25.CHINESE,F,18_25,CHINESE
3111-1_1.wav,3111-1_3.wav,1,0,0.9412305951118469,0.944378137588501,false_negative,nsc_pt3.F.18_25.CHINESE,F,18_25,CHINESE
